RA,Ano,Pedra,Defasagem,INDE,IAN,IDA,IEG,IAA,IPS,IPV,Target_Risco,IPP
RA-1527,2024,TOPAZIO,0,8.631675000000001,10.0,8.0,10.0,9.168,7.51,7.835,0,7.96875
RA-509,2024,AGATA,0,6.918152272733334,10.0,6.0,6.363636363666667,9.168,2.51,7.2475,0,8.28125
RA-500,2024,TOPAZIO,0,8.077708333333334,10.0,6.666666666666667,10.0,9.585,2.51,8.3775,0,8.59375
RA-1528,2024,AMETISTA,0,7.622584090933335,10.0,5.666666666666667,7.787878788,9.168,7.51,7.335,0,7.96875
RA-1089,2024,AMETISTA,0,7.6221531746,10.0,6.833333333333333,7.039682539666667,9.168,8.13,6.995,0,7.1875
RA-1090,2024,AMETISTA,0,7.7652831384,10.0,6.333333333333333,7.621832358666666,9.585,7.51,7.4175,0,7.8125
RA-503,2024,TOPAZIO,1,8.547495614066667,10.0,7.666666666666667,9.824561403666666,9.585,7.51,7.7925,0,7.8125
RA-1093,2024,TOPAZIO,0,8.5079027778,10.0,8.666666666666666,7.722222222333333,7.5,8.13,8.8825,0,8.90625
RA-1094,2024,TOPAZIO,0,8.0164785714,10.0,7.333333333333333,9.523809523666666,9.168,2.51,8.1675,0,8.4375
RA-1095,2024,AGATA,0,6.108547514666667,10.0,2.3333333333333335,7.84502924,7.5,7.51,5.125,0,5.46875
RA-1098,2024,AGATA,0,6.5744562514,10.0,3.5,5.822406257,8.751,7.51,6.7475,0,7.34375
RA-1106,2024,QUARTZO,0,5.936272086266667,10.0,0.0,5.4312354313333335,8.334,7.51,7.5,0,7.65625
RA-568,2024,QUARTZO,-2,5.545864285733334,5.0,5.166666666666667,3.2619047620000003,7.917,8.13,5.496,1,6.5625
RA-558,2024,QUARTZO,-2,5.048054503133334,5.0,3.0,3.7763975156666674,9.168,8.13,4.268,1,6.09375
RA-559,2024,AGATA,0,6.158158974333333,10.0,3.1666666666666665,5.705128205,10.002,8.13,4.728,0,6.25
RA-1529,2024,AGATA,-1,6.710079487200001,5.0,5.5,7.435897436,6.666,7.51,6.964,1,8.125
RA-1111,2024,AGATA,1,6.116032815733334,10.0,5.0,4.600414078666667,6.249,7.5,5.824,0,6.5625
RA-1108,2024,AGATA,0,6.017215010400001,10.0,3.6666666666666665,3.7546583853333337,9.168,8.13,5.422,0,7.1875
RA-542,2024,AGATA,0,6.7205649586,10.0,3.9333333333333336,6.481366459666667,8.751,8.13,6.232,0,7.03125
RA-543,2024,TOPAZIO,1,8.0467871118,10.0,6.833333333333333,9.616977225666666,8.751,2.51,8.7,0,8.90625
RA-1530,2024,QUARTZO,0,4.6391535714200005,10.0,2.8333333333333335,2.5238095237666665,0.0,8.13,5.258,0,7.03125
RA-555,2024,QUARTZO,-1,5.111470186333333,5.0,4.333333333333333,2.7505175983333334,10.002,6.885,5.03,1,5.0
RA-1531,2024,AMETISTA,-1,7.0491790134,5.0,5.833333333333333,7.9726867336666665,8.751,7.505,7.14,1,7.34375
RA-1099,2024,AMETISTA,0,7.332483333333334,10.0,3.8333333333333335,8.133333333333333,8.334,10.0,6.6225,0,7.8125
RA-1154,2024,AMETISTA,-1,7.5660750000000005,5.0,8.0,9.200000000000001,7.917,7.51,6.745,1,7.34375
RA-1100,2024,AGATA,1,6.649708333333334,10.0,4.666666666666667,7.1000000000000005,7.5,7.51,5.6175,0,6.71875
RA-381,2024,QUARTZO,-2,5.940775,5.0,3.6666666666666665,6.133333333333333,8.334,7.51,6.1225,1,6.71875
RA-364,2024,TOPAZIO,0,8.2697037582,10.0,7.5,9.526143791,8.751,7.51,7.2075,0,7.96875
RA-539,2024,TOPAZIO,0,8.465533333333335,10.0,5.833333333333333,9.233333333333333,10.002,7.51,9.13,0,8.75
RA-573,2024,AMETISTA,0,7.839050000000001,10.0,5.0,9.5,9.168,8.755,6.8275,0,7.8125
RA-1107,2024,QUARTZO,0,5.9731,10.0,2.5,6.2,8.751,2.51,6.785,0,7.5
RA-368,2024,AGATA,-1,6.782158333333333,5.0,7.0,6.166666666666667,7.917,7.51,6.7025,1,7.65625
RA-387,2024,AGATA,-1,6.125500000000001,5.0,4.333333333333333,7.166666666666667,7.5,7.51,5.9975,1,6.25
RA-556,2024,QUARTZO,0,5.833377380933333,10.0,3.8333333333333335,6.171428571333333,7.083,2.51,6.1625,0,6.40625
RA-389,2024,AMETISTA,0,7.2079551282,10.0,5.166666666666667,6.674358974333333,9.585,8.76,6.745,0,6.5625
RA-390,2024,AGATA,0,6.5472236842000004,10.0,4.166666666666667,6.080701754333333,7.5,8.755,6.08,0,6.5625
RA-376,2024,QUARTZO,-1,5.896573588800001,5.0,2.8333333333333335,8.287284610666667,10.002,2.51,6.325,1,6.5625
RA-584,2024,AGATA,0,6.752914393933334,10.0,4.333333333333333,5.636363636333333,8.751,8.755,6.37,0,7.34375
RA-535,2024,AMETISTA,0,7.659555952400001,10.0,6.0,7.161904762,9.168,8.135,7.5,0,7.96875
RA-547,2024,AMETISTA,0,7.2102906723333335,10.0,6.833333333333333,7.030620028333334,8.751,8.135,5.932,0,5.625
RA-557,2024,TOPAZIO,0,9.350986466133334,10.0,9.666666666666666,8.756265663999999,10.002,7.51,9.576,0,10.0
RA-548,2024,AMETISTA,0,7.240168803466668,10.0,6.666666666666667,7.600427350666667,9.168,7.51,5.626,0,5.9375
RA-1102,2024,TOPAZIO,1,8.440611904733334,10.0,9.333333333333334,9.390476190333333,8.751,8.13,7.07,0,5.9375
RA-1532,2024,QUARTZO,-1,4.548544781066667,5.0,2.0,3.9057239053333332,0.0,7.51,6.832,1,7.5
RA-538,2024,AGATA,-1,6.514094017066666,5.0,6.166666666666667,7.668803418666666,8.751,7.51,5.292,1,5.625
RA-365,2024,TOPAZIO,1,8.526983333333334,10.0,6.666666666666667,10.0,9.585,7.51,8.202,0,8.4375
RA-563,2024,TOPAZIO,0,8.595447619066668,10.0,8.333333333333334,9.461904762000001,9.168,8.135,7.468,0,8.125
RA-1157,2024,AMETISTA,-1,7.916082936533334,5.0,7.0,9.082539682666665,9.585,7.51,8.466,1,7.96875
RA-258,2024,AGATA,0,6.429063888866667,10.0,2.5,6.944444444333333,7.084,7.51,6.732,0,7.34375
RA-369,2024,QUARTZO,0,5.667282265,10.0,1.6666666666666667,4.908119658333334,8.751,7.51,5.428,0,6.40625
RA-375,2024,AMETISTA,0,7.970034615400001,10.0,6.833333333333333,9.443589743666667,9.585,7.51,6.432,0,7.1875
RA-1533,2024,TOPAZIO,0,9.089828985533336,10.0,9.5,9.710144927666667,9.168,8.135,8.3375,0,8.5
RA-1534,2024,AMETISTA,0,7.188366666666667,10.0,1.1666666666666667,9.666666666666666,7.917,8.135,8.0825,0,8.0
RA-1160,2024,AGATA,-1,6.274190982333334,5.0,3.1666666666666665,8.201288245,8.751,7.51,6.2475,1,6.25
RA-562,2024,TOPAZIO,0,8.392733333333334,10.0,7.833333333333333,9.833333333333334,8.334,8.135,7.25,0,7.625
RA-1112,2024,AGATA,0,6.8560823939999995,10.0,4.0,9.02791197,9.585,8.135,4.705,0,5.375
RA-1535,2024,AMETISTA,0,7.109390969933334,10.0,5.833333333333333,5.103121516333333,8.751,7.51,7.9175,0,7.125
RA-1536,2024,AMETISTA,-1,7.653744444466668,5.0,7.0,8.722222222333334,9.168,8.135,7.4575,1,7.875
RA-357,2024,AMETISTA,-1,7.731569404200001,5.0,7.666666666666667,9.028180354333333,8.751,8.135,7.0825,1,7.875
RA-583,2024,AMETISTA,0,7.447591035933334,10.0,5.0,8.904455179666668,7.917,8.135,6.87,0,6.875
RA-1537,2024,TOPAZIO,-1,8.176263231333333,5.0,8.666666666666666,8.33064949,9.168,8.135,8.67,1,8.125
RA-599,2024,TOPAZIO,1,8.3569352941,10.0,7.666666666666667,8.607843137333333,10.002,9.375,7.28,0,7.083333333
RA-651,2024,TOPAZIO,1,8.689300000100001,10.0,7.5,10.0,9.168,7.51,8.336666667,0,8.541666667
RA-1131,2024,TOPAZIO,0,8.2889555555,10.0,8.333333333333334,9.277777777666666,8.334,6.255,7.893333333,0,7.291666667
RA-403,2024,TOPAZIO,0,8.008488888833334,10.0,7.666666666666667,7.361111111,8.751,7.51,7.613333333,0,8.541666667
RA-1538,2024,AMETISTA,1,7.9631703704333345,10.0,7.166666666666667,7.935185184999999,9.168,8.13,7.106666667,0,7.916666667
RA-469,2024,AMETISTA,0,7.684639869300001,10.0,5.0,9.498366013,9.168,7.51,6.94,0,7.291666667
RA-1121,2024,TOPAZIO,0,8.407166666633334,10.0,6.666666666666667,10.0,9.585,7.51,8.28,0,7.083333333
RA-1122,2024,AMETISTA,1,7.817322222166666,10.0,5.333333333333333,9.861111111,8.751,7.51,7.22,0,7.083333333
RA-422,2024,QUARTZO,-1,5.544981481433334,5.0,2.8333333333333335,6.157407407333333,7.5,7.51,5.5,1,6.458333333
RA-1117,2024,AMETISTA,1,7.601562962866668,10.0,5.666666666666667,8.314814814666667,8.751,7.51,6.833333333,0,8.125
RA-1539,2024,AMETISTA,0,7.709588888900001,10.0,6.833333333333333,9.027777777666666,6.667,6.885,7.056666667,0,7.708333333
RA-618,2024,AGATA,-2,6.718348148233334,5.0,4.166666666666667,8.324074074,10.002,6.88,6.826666667,1,6.666666667
RA-669,2024,AGATA,0,6.6438703703,10.0,5.333333333333333,4.851851851666666,7.5,7.51,6.883333333,0,7.291666667
RA-408,2024,AGATA,0,6.5276296297,10.0,4.833333333333333,4.981481481666667,7.5,7.51,6.776666667,0,7.083333333
RA-610,2024,AMETISTA,1,7.894888888933334,10.0,6.333333333333333,9.694444444333334,9.585,3.76,8.336666667,0,6.875
RA-409,2024,TOPAZIO,0,8.225462962900002,10.0,7.166666666666667,9.231481481333333,9.585,7.51,7.223333333,0,7.916666667
RA-464,2024,AGATA,-1,6.872009064333334,5.0,4.333333333333333,7.851461988333334,9.168,8.76,7.1175,1,7.1875
RA-1165,2024,AMETISTA,0,7.908044272466667,10.0,8.0,6.829721362333333,8.751,8.135,7.83,0,6.875
RA-466,2024,AGATA,-1,6.778749122800001,5.0,4.0,7.223245614,8.751,8.76,7.665,1,7.5
RA-414,2024,AMETISTA,0,7.187625925933334,10.0,6.0,8.429629629666666,7.917,7.51,5.67,0,6.25
RA-401,2024,AGATA,0,6.728911403533334,10.0,4.833333333333333,6.839473684333334,6.666,6.885,6.915,0,6.5625
RA-1141,2024,AGATA,0,6.793890866866667,10.0,4.166666666666667,6.191537667666666,9.585,7.51,6.7825,0,6.5625
RA-592,2024,AMETISTA,1,7.121622213600001,10.0,7.833333333333333,6.108152734666667,7.917,2.51,7.625,0,7.65625
RA-474,2024,AGATA,-1,6.024753703733333,5.0,3.0,5.818518518666667,9.168,7.51,6.8725,1,7.1875
RA-602,2024,TOPAZIO,0,8.647409313733334,10.0,7.333333333333333,9.670588235333334,9.585,7.51,8.545,0,8.28125
RA-666,2024,TOPAZIO,0,8.185838802933334,10.0,7.166666666666667,7.881527348,10.002,7.51,8.375,0,7.5
RA-604,2024,AMETISTA,1,7.429623555266667,10.0,7.0,7.5029927763333335,8.334,8.13,6.21,0,6.40625
RA-476,2024,AGATA,0,6.7359982456,10.0,4.5,6.5964912280000005,7.917,7.51,6.745,0,6.25
RA-423,2024,AGATA,0,6.616193704866666,10.0,4.333333333333333,6.501135191,5.833,8.13,6.8275,0,6.875
RA-631,2024,AGATA,0,6.795673420466667,10.0,4.166666666666667,7.2122004356666665,8.334,8.75,6.245,0,5.625
RA-658,2024,AMETISTA,1,7.507033333333333,10.0,3.6666666666666665,10.0,8.751,8.135,6.738,0,7.375
RA-1540,2024,QUARTZO,-1,5.696233333333334,5.0,2.6666666666666665,5.0,8.334,7.51,6.83,1,7.125
RA-1541,2024,TOPAZIO,0,8.337,10.0,8.166666666666666,8.633333333333333,9.168,6.88,7.736,0,8.25
RA-1114,2024,AMETISTA,0,7.437466666666667,10.0,5.0,9.533333333333333,8.751,2.51,7.836,0,8.375
RA-662,2024,AMETISTA,0,7.1074778554666675,10.0,4.166666666666667,7.6107226106666666,7.917,7.51,7.234,0,7.625
RA-760,2024,AGATA,0,6.942581818200001,10.0,5.0,7.090909091,9.168,7.51,6.158,0,6.25
RA-1542,2024,AGATA,-2,6.0886079922,5.0,3.1666666666666665,6.304873294333333,7.501,8.135,6.966,1,7.375
RA-404,2024,AGATA,0,6.624588235266668,10.0,5.666666666666667,6.286274509666666,8.334,2.51,6.998,0,7.5
RA-1119,2024,AMETISTA,-1,7.388266666666667,5.0,5.666666666666667,8.716666666666667,9.585,7.51,7.698,1,7.625
RA-1116,2024,QUARTZO,-1,3.7894777778,5.0,2.3333333333333335,3.3555555556666667,0.0,6.26,5.066,1,5.125
RA-667,2024,AMETISTA,0,7.177130604266668,10.0,4.666666666666667,7.038986354666666,9.168,7.51,6.966,0,7.75
RA-605,2024,AGATA,0,6.0175222222,10.0,2.6666666666666665,6.194444444333333,7.5,6.885,5.534,0,7.0
RA-1543,2024,AGATA,-1,6.754584615400001,5.0,5.0,8.076923077,7.5,7.51,7.066,1,7.25
RA-1118,2024,AMETISTA,0,7.0305545924,10.0,3.8333333333333335,7.846439628666666,7.084,9.38,6.866,0,6.75
RA-1544,2024,AGATA,-1,6.905568627466667,5.0,5.833333333333333,8.674509804,8.334,6.885,6.598,1,6.625
RA-1545,2024,AMETISTA,0,7.296598575533334,10.0,8.166666666666666,6.210826211,7.501,8.13,6.165,0,6.25
RA-1127,2024,TOPAZIO,0,8.180966666666668,10.0,5.833333333333333,10.0,9.168,7.51,7.67,0,8.125
RA-1129,2024,AMETISTA,0,7.360417647066668,10.0,6.833333333333333,7.137254902,9.168,8.13,5.745,0,6.875
RA-1546,2024,AGATA,0,6.900662108266667,10.0,4.666666666666667,6.374643874666667,8.334,8.75,6.17,0,7.5
RA-1130,2024,AGATA,0,6.563952941199999,10.0,4.333333333333333,6.278431372666667,8.751,8.13,5.33,0,6.875
RA-1168,2024,AGATA,-1,6.864053921600001,5.0,5.666666666666667,7.682352941333334,9.585,7.51,6.33,1,7.1875
RA-613,2024,AMETISTA,-1,7.4019,5.0,7.333333333333333,9.566666666666666,8.334,7.51,6.25,1,6.875
RA-433,2024,AMETISTA,0,7.218157142866668,10.0,4.833333333333333,8.380952381,7.918,8.13,6.415,0,6.875
RA-1547,2024,AGATA,-1,6.748480626800001,5.0,6.666666666666667,6.467236467333334,7.917,8.13,6.335,1,7.5
RA-1548,2024,AGATA,0,6.482499715066667,10.0,4.833333333333333,5.2421652420000004,8.334,7.51,5.665,0,7.5
RA-304,2024,AGATA,-3,6.852411484600001,2.5,7.166666666666667,7.826890756333333,10.002,7.51,5.825,1,6.875
RA-1549,2024,AGATA,-2,6.514862200466668,5.0,4.166666666666667,7.441394335666668,9.585,7.51,6.325,1,7.1875
RA-632,2024,AMETISTA,0,7.515491249000001,10.0,4.166666666666667,8.999164578333334,7.917,6.875,7.875,0,8.28125
RA-633,2024,QUARTZO,0,5.228470175466667,10.0,3.3333333333333335,4.707017544,4.584,2.51,6.1175,0,6.875
RA-1137,2024,AMETISTA,1,7.1837526524666675,10.0,3.5,7.588638262333333,8.334,8.13,7.4575,0,8.28125
RA-646,2024,AMETISTA,-1,7.715491666666668,5.0,6.166666666666667,9.266666666666667,10.002,7.51,7.7475,1,8.28125
RA-1550,2024,AGATA,-1,6.064236111066667,5.0,4.333333333333333,5.222222222,9.585,7.51,6.2025,1,7.03125
RA-1139,2024,AGATA,1,6.906276357600001,10.0,4.666666666666667,6.152715121333333,8.334,7.51,7.04,0,7.5
RA-444,2024,QUARTZO,-1,5.410188638266668,5.0,3.6666666666666665,6.377276524666667,8.334,2.51,5.96,1,6.25
RA-445,2024,AMETISTA,0,7.3416246032,10.0,4.0,8.715873016,7.917,7.51,7.3725,0,7.8125
RA-639,2024,QUARTZO,0,5.7693807644,10.0,3.8333333333333335,5.278195488666667,7.917,2.51,6.1625,0,6.71875
RA-1142,2024,TOPAZIO,0,8.390566666666668,10.0,8.5,9.133333333333333,8.334,7.51,7.335,0,8.125
RA-1551,2024,QUARTZO,-2,5.9717087542,5.0,3.5,4.7710437709999995,9.585,7.51,6.79,1,7.5
RA-458,2024,QUARTZO,-1,5.680161507933333,5.0,4.0,3.7396825396666666,8.751,6.88,6.83,1,7.03125
RA-1552,2024,AMETISTA,0,7.443301282066667,10.0,3.1666666666666665,9.743589743666666,9.585,7.51,7.165,0,7.1875
RA-1170,2024,AGATA,-2,6.095440873,5.0,3.5,5.565079365,9.168,8.13,6.7475,1,7.03125
RA-642,2024,AMETISTA,0,7.082591269866667,10.0,4.0,9.149206349333333,9.585,3.76,6.9975,0,7.1875
RA-1553,2024,AMETISTA,0,7.641184313700001,10.0,4.333333333333333,9.003921568666668,8.334,7.51,7.78,0,8.333333333
RA-1554,2024,AGATA,-2,6.941692592633334,5.0,4.0,9.629629629666667,6.666,8.76,7.22,1,7.291666667
RA-649,2024,AGATA,0,6.985329691766667,10.0,3.6666666666666665,6.004481792666667,8.751,8.76,7.333333333,0,8.333333333
RA-1136,2024,QUARTZO,-1,5.458179831866667,5.0,1.6666666666666667,4.547899159666667,8.751,8.135,6.383333333,1,7.5
RA-653,2024,TOPAZIO,0,8.103217647033333,10.0,5.166666666666667,9.537254901999999,8.751,8.76,7.89,0,8.333333333
RA-456,2024,TOPAZIO,0,8.331124561366668,10.0,6.5,9.382456140333334,7.083,7.51,8.893333333,0,9.166666667
RA-655,2024,TOPAZIO,0,8.238600000066668,10.0,6.833333333333333,10.0,7.501,8.76,7.166666667,0,8.125
RA-656,2024,AGATA,0,6.668152941266667,10.0,4.166666666666667,5.978431372666667,9.168,7.51,6.106666667,0,7.5
RA-657,2024,TOPAZIO,0,8.207433333400001,10.0,7.5,9.6,8.751,6.885,7.056666667,0,8.125
RA-1555,2024,AMETISTA,0,7.4827333334,10.0,3.0,10.0,8.334,6.255,8.056666667,0,8.125
RA-461,2024,AMETISTA,0,7.5447559291,10.0,4.5,9.182446312,8.751,7.51,7.056666667,0,7.708333333
RA-398,2024,AMETISTA,0,7.2457999999666685,10.0,8.0,5.733333333333333,7.083,7.51,6.553333333,0,7.291666667
RA-586,2024,TOPAZIO,1,8.702387301666668,10.0,8.5,9.241269841333333,9.168,7.51,8.056666667,0,8.75
RA-623,2024,AGATA,-1,6.357733333300001,5.0,4.0,7.3999999999999995,8.334,6.885,7.05,1,6.458333333
RA-588,2024,TOPAZIO,1,8.676133333333334,10.0,7.833333333333333,9.833333333333334,9.168,7.51,8.0,0,8.75
RA-626,2024,AGATA,0,6.407590225500001,10.0,5.333333333333333,3.380451127666667,9.585,6.885,6.443333333,0,7.291666667
RA-1556,2024,AGATA,0,6.666811111166668,10.0,4.0,5.222222222333333,7.917,7.51,7.44,0,7.916666667
RA-455,2024,AMETISTA,0,7.098988888900001,10.0,4.5,6.111111111,8.751,8.13,7.276666667,0,8.333333333
RA-614,2024,AMETISTA,-1,7.8284999999666685,5.0,6.833333333333333,9.700000000000001,9.585,7.51,7.603333333,1,7.916666667
RA-434,2024,AGATA,0,6.610947619100001,10.0,5.5,5.061904762,7.084,7.51,6.55,0,7.291666667
RA-603,2024,AGATA,0,6.942277777866667,10.0,4.666666666666667,7.155555555666666,9.585,6.885,6.216666667,0,6.875
RA-1133,2024,TOPAZIO,1,8.238553968266668,10.0,4.5,9.841269841333334,9.168,8.75,8.83,0,8.125
RA-616,2024,QUARTZO,0,5.457877193033333,10.0,3.8333333333333335,3.087719298333333,7.5,6.885,4.946666667,0,6.458333333
RA-1134,2024,AMETISTA,0,7.7564571427,10.0,6.0,8.914285714,8.751,7.51,6.883333333,0,7.708333333
RA-1557,2024,TOPAZIO,0,8.228500000033334,10.0,7.0,8.916666666666666,9.585,7.51,7.72,0,7.916666667
RA-670,2024,TOPAZIO,1,8.8602539683,10.0,8.666666666666666,9.441269841333334,9.585,7.51,8.166666667,0,8.958333333
RA-620,2024,QUARTZO,0,5.766892063566667,10.0,2.5,3.9841269843333333,8.334,7.51,5.886666667,0,7.083333333
RA-1149,2024,TOPAZIO,-1,8.1371,5.0,6.0,10.0,8.334,10.0,8.706,1,8.625
RA-1558,2024,AMETISTA,-1,7.643772047733333,5.0,5.5,8.705360238666666,9.168,8.755,8.302,1,8.5
RA-326,2024,TOPAZIO,1,8.832389092333335,10.0,9.333333333333334,8.973112128333334,9.168,6.26,8.704,0,8.875
RA-339,2024,AMETISTA,1,7.711540746133334,10.0,8.166666666666666,7.155537064000001,7.5,5.635,7.668,0,8.0
RA-179,2024,TOPAZIO,1,8.932712280733334,10.0,8.166666666666666,9.407894737,9.168,9.38,8.44,0,8.75
RA-1559,2024,AGATA,-1,6.330428437666668,5.0,4.666666666666667,5.2929755216666665,7.917,6.885,7.604,1,8.375
RA-332,2024,TOPAZIO,1,8.421271701,10.0,7.0,7.605358505000001,9.585,9.38,8.706,0,8.625
RA-1560,2024,TOPAZIO,1,8.4721031746,10.0,8.166666666666666,9.206349206333334,9.168,5.635,8.336,0,8.5
RA-1153,2024,TOPAZIO,-1,8.268876190466667,5.0,8.5,9.702380952333334,8.751,5.635,9.074,1,8.75
RA-183,2024,TOPAZIO,0,8.266902371533334,10.0,7.5,9.249011857666666,7.917,6.26,8.372,0,8.25
RA-199,2024,AMETISTA,-1,7.419398245666667,5.0,7.166666666666667,7.554824561666667,8.334,6.88,8.206,1,8.125
RA-1561,2024,AMETISTA,-1,7.9402206349333335,5.0,9.0,9.174603174666666,9.585,5.0,7.734,1,8.0
RA-336,2024,AGATA,0,6.834286748466667,10.0,5.833333333333333,5.512100409000001,7.5,6.26,7.196,0,7.5
RA-347,2024,TOPAZIO,1,8.384742583733333,10.0,7.666666666666667,9.673046251999999,8.751,6.885,7.766,0,8.0
RA-397,2024,AGATA,-2,6.807291921866668,5.0,5.666666666666667,7.885292942666666,7.918,5.63,7.398,1,7.625
RA-338,2024,TOPAZIO,0,8.052795331466667,10.0,6.833333333333333,7.441643324,9.168,7.51,8.8375,0,7.625
RA-392,2024,QUARTZO,-1,4.3639463364,5.0,1.0,5.414731682,9.585,5.635,3.545,1,3.5
RA-352,2024,QUARTZO,1,5.9794829346,10.0,3.1666666666666665,4.453748006333333,8.334,6.26,6.7925,0,6.375
RA-1562,2024,QUARTZO,-2,5.458833333333334,5.0,0.5,8.666666666666666,6.25,5.01,6.8725,1,6.25
RA-367,2024,AMETISTA,1,7.209434085200001,10.0,5.0,7.268170426,9.168,6.26,7.6275,0,6.875
RA-1563,2024,AMETISTA,-1,7.604211111133335,5.0,7.0,8.305555555666666,8.751,7.51,8.46,1,7.25
RA-1564,2024,QUARTZO,-1,5.0761468806000005,5.0,2.1666666666666665,4.942067736333334,8.334,6.885,5.2875,1,5.75
RA-1565,2024,QUARTZO,-1,5.816448179266667,5.0,5.5,8.102240896333333,0.0,7.51,6.0375,1,6.375
RA-1566,2024,AMETISTA,-2,7.759243871133334,5.0,6.5,9.247219355666667,9.168,7.51,8.335,1,7.75
RA-1567,2024,AMETISTA,-2,7.913942087533334,5.0,8.166666666666666,8.771043771,8.334,7.51,8.335,1,7.75
RA-356,2024,AGATA,1,6.627336016533334,10.0,5.333333333333333,6.656346749333334,8.334,5.635,6.5375,0,5.25
RA-1568,2024,AMETISTA,-1,7.8003261438000004,5.0,8.166666666666666,7.493464052333334,9.168,7.51,8.5025,1,8.0
RA-247,2024,AGATA,0,6.646485739800001,10.0,4.333333333333333,8.306595365666666,0.0,6.26,8.5875,0,7.75
RA-204,2024,AMETISTA,0,7.838218894866668,10.0,7.5,6.827094474333333,9.168,6.26,8.5875,0,7.125
RA-1569,2024,QUARTZO,-2,5.7191555556,5.0,2.1666666666666665,7.111111111333334,6.666,6.26,6.9175,1,6.875
RA-1570,2024,AMETISTA,-1,7.894084175066667,5.0,8.333333333333334,7.542087542,9.585,7.51,8.6725,1,7.75
RA-1571,2024,AMETISTA,-1,7.2484555556,5.0,5.666666666666667,9.111111111333335,8.334,5.005,8.545,1,7.5
RA-1572,2024,TOPAZIO,-1,8.080345634866667,5.0,7.5,9.841269841333334,9.168,7.51,8.393333333,1,7.65625
RA-1150,2024,AMETISTA,-2,7.1023212964,5.0,6.833333333333333,6.481481481666667,8.334,7.51,7.946666667,1,7.65625
RA-1573,2024,AGATA,-1,6.743847969266667,5.0,5.0,6.120448179333334,9.168,6.26,8.556666667,1,7.65625
RA-1574,2024,AMETISTA,-1,7.777244180000001,5.0,7.333333333333333,8.399470899666667,8.751,7.51,8.616666667,1,7.8125
RA-1151,2024,TOPAZIO,1,8.749111111066668,10.0,9.0,9.722222222333334,7.5,5.635,9.393333333,0,8.125
RA-1575,2024,AMETISTA,-1,7.318459391466667,5.0,5.333333333333333,8.624338624,9.168,6.885,8.28,1,7.65625
RA-1081,2024,TOPAZIO,0,8.5452952381,10.0,8.833333333333334,9.523809523666666,6.667,5.005,8.95,0,9.166666667
RA-342,2024,AGATA,-1,6.757026587266667,5.0,4.5,7.728174603333334,8.751,6.26,7.723333333,1,7.65625
RA-1576,2024,AMETISTA,-1,7.4636202380666665,5.0,6.666666666666667,9.523809523666666,8.334,5.635,8.44,1,6.40625
RA-187,2024,TOPAZIO,0,8.568424074066666,10.0,7.833333333333333,9.537037037,8.751,5.635,9.06,0,8.4375
RA-359,2024,AMETISTA,1,7.492006349133335,10.0,5.5,7.162698412666667,9.168,6.26,8.333333333,0,7.5
RA-1577,2024,AGATA,-1,6.305585581933334,5.0,4.333333333333333,4.993386243333333,10.002,7.51,7.273333333,1,7.34375
RA-236,2024,AGATA,0,6.980833740133334,10.0,4.5,7.890668700666666,9.168,6.26,6.362,0,6.875
RA-249,2024,AGATA,-2,6.125104328999999,5.0,5.0,6.645021645,7.083,5.0,7.064,1,6.75
RA-239,2024,AGATA,-3,6.782180868800001,2.5,6.666666666666667,6.361737677333333,8.751,5.635,8.502,1,7.875
RA-382,2024,QUARTZO,-1,5.805712280733333,5.0,3.0,6.324561403666666,9.168,5.63,6.43,1,6.75
RA-383,2024,TOPAZIO,1,8.036024386733335,10.0,5.833333333333333,8.600288600333334,9.168,7.51,8.47,0,7.875
RA-1155,2024,AMETISTA,-1,7.119011111133333,5.0,4.666666666666667,8.888888889,8.334,5.005,8.87,1,8.0
RA-384,2024,TOPAZIO,0,8.072200721466668,10.0,7.5,8.607503607333333,7.5,7.51,7.936,0,7.625
RA-1156,2024,AGATA,1,6.6777135642,10.0,2.0,7.821067821,7.5,7.51,7.5,0,7.125
RA-1578,2024,AMETISTA,1,7.880605848,10.0,7.333333333333333,6.761695906666667,8.334,7.51,8.636,0,7.5
RA-388,2024,QUARTZO,-1,5.965307936466667,5.0,4.333333333333333,6.349206349,7.5,7.51,5.764,1,6.75
RA-260,2024,TOPAZIO,0,8.448920634933334,10.0,7.0,9.674603174666666,8.751,7.51,8.502,0,7.875
RA-395,2024,AMETISTA,1,7.169905291000001,10.0,4.333333333333333,6.921693121666666,8.751,6.26,8.464,0,7.25
RA-262,2024,QUARTZO,-2,5.806145462066667,5.0,4.166666666666667,4.854560643666667,7.917,7.51,6.296,1,7.0
RA-1579,2024,AMETISTA,-2,7.894385710733333,5.0,7.166666666666667,9.090261886999999,8.751,5.635,9.272,1,8.5
RA-1580,2024,AMETISTA,-1,7.790523996266667,5.0,6.166666666666667,9.049953314666666,8.751,7.51,9.168,1,7.875
RA-377,2024,AMETISTA,0,7.480115873000001,10.0,5.166666666666667,7.698412698333333,9.168,7.51,7.634,0,7.125
RA-250,2024,TOPAZIO,0,9.049892592566668,10.0,9.166666666666666,9.629629629666667,9.168,6.88,8.95,0,8.958333333
RA-1581,2024,AGATA,-1,6.9787022855,5.0,6.333333333333333,7.834844760666667,8.334,6.26,7.386666667,1,7.083333333
